longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2)
74.0543060302735,11.574480056762807,1.956274536496494e-05,1.455739311495563e-05
74.0543060302735,11.714901281862954,2.0976647647330537e-05,1.8323218682780865e-05
74.0543060302735,11.855322506963098,6.997108812356601e-07,9.974183740268929e-06
74.0543060302735,11.99574373206324,1.498783240094781e-05,6.966507953620749e-06
74.0543060302735,12.136164957163386,3.8492864405270666e-05,7.967472811287735e-06
74.0543060302735,12.27658618226353,1.738747778290417e-05,9.20399179449305e-06
74.0543060302735,12.417007407363675,1.478753620176576e-05,1.1659109077299943e-05
74.0543060302735,12.55742863246382,7.062286385917105e-06,1.079912999557564e-05
74.0543060302735,12.697849857563964,6.373101768986089e-06,1.5496325431740843e-05
74.0543060302735,12.838271082664107,1.1637250281637534e-05,6.9198463279462885e-06
74.0543060302735,12.978692307764252,1.2708973372355103e-05,1.5973808331182227e-05
74.0543060302735,13.119113532864397,1.8001455828198232e-05,1.1911344699910842e-05
74.0543060302735,13.25953475796454,1.0367214599682484e-05,1.9747392798308283e-05
74.0543060302735,13.399955983064684,1.7793132428778335e-05,1.126108236348955e-05
74.0543060302735,13.540377208164829,1.0512890185054856e-05,1.9792989405686967e-05
74.0543060302735,13.680798433264972,1.106590025301557e-05,2.804104951792397e-05
74.0543060302735,13.821219658365118,1.3509036762116011e-05,2.8365027901600115e-05
74.0543060302735,13.96164088346526,2.839901208062656e-05,2.1852034478797577e-05
74.0543060302735,14.102062108565406,6.365402896335581e-06,1.376965064991964e-05
74.0543060302735,14.24248333366555,1.7741946066962555e-05,1.0566588571236936e-05
74.0543060302735,14.382904558765697,8.663958396937232e-06,2.4268694687634703e-05
74.0543060302735,14.52332578386584,1.289233478019014e-05,2.490313636371866e-05
74.0543060302735,14.663747008965984,2.345994653296657e-05,2.7805426725535654e-06
74.0543060302735,14.804168234066127,1.8406197341391817e-05,1.028966380545171e-05
74.0543060302735,14.944589459166272,1.8954926417791285e-05,1.970807534235064e-05
74.0543060302735,15.085010684266416,1.2462389349821024e-05,2.8907777959830128e-05
74.0543060302735,15.22543190936656,9.813800716074184e-06,1.7009033399517648e-05
74.0543060302735,15.365853134466704,0.0001420866319676,2.493418833182659e-05
74.0543060302735,15.506274359566849,1.2215151400596367e-05,1.5345578503911383e-05
74.0543060302735,15.646695584666992,2.450949978083372e-05,3.161290442221798e-05
74.0543060302735,15.787116809767138,2.028849121415988e-05,1.658022119954694e-05
74.0543060302735,15.927538034867284,2.2196256395545788e-05,2.077113458653912e-05
74.0543060302735,16.067959259967427,2.2175407139002346e-05,4.298422936699353e-06
74.0543060302735,16.208380485067572,2.265994953631889e-05,3.174709127051756e-05
74.0543060302735,16.348801710167713,1.0985348126268946e-05,2.720190423133317e-05
74.0543060302735,16.48922293526786,1.7369669876643457e-05,6.635969384660712e-06
74.0543060302735,16.629644160368002,1.3209230928623583e-05,1.5727100617368706e-05
74.0543060302735,16.770065385468147,2.1254732928355224e-05,1.881927346403245e-05
74.0543060302735,16.91048661056829,7.759511390759144e-06,1.223651815962512e-05
74.0543060302735,17.050907835668436,1.5060008990985809e-05,1.986278402910102e-05
74.0543060302735,17.19132906076858,1.033191347232787e-05,1.678260014159605e-05
74.0543060302735,17.331750285868726,1.644799340283498e-05,1.4322789866128003e-05
74.0543060302735,17.47217151096887,2.015777317865286e-05,2.188301550631877e-05
74.0543060302735,17.612592736069015,1.961463385669049e-05,1.8849195839720775e-05
74.0543060302735,17.75301396116916,1.3593531548394822e-05,2.483529351593461e-05
74.0543060302735,17.8934351862693,1.3741603652306368e-05,1.6298161426675506e-05
74.0543060302735,18.033856411369445,2.0911700630676933e-05,8.96929395821644e-06
74.0543060302735,18.17427763646959,0.0003521967446431,1.624861397431232e-05
74.0543060302735,18.31469886156973,7.048039151413832e-06,2.2263004211708903e-05
74.0543060302735,18.45512008666988,1.187925136036938e-05,1.2220249118399806e-05
74.1943060302735,11.574480056762807,1.4198046301316936e-05,2.295664671692066e-05
74.1943060302735,11.714901281862954,1.0677105819922872e-05,2.0629317077691667e-05
74.1943060302735,11.855322506963098,2.0372939616208896e-05,1.7285979993175715e-05
74.1943060302735,11.99574373206324,8.89861894393107e-06,5.506321485881927e-06
74.1943060302735,12.136164957163386,2.242011214548256e-05,1.4161725630401634e-05
74.1943060302735,12.27658618226353,2.1085856133140624e-05,1.8124686903320253e-05
74.1943060302735,12.417007407363675,5.473421424539993e-06,3.705267317855032e-06
74.1943060302735,12.55742863246382,7.594280759803951e-06,1.870553387561813e-05
74.1943060302735,12.697849857563964,1.673371843935456e-05,2.059033613477368e-05
74.1943060302735,12.838271082664107,-3.1329270768765127e-06,1.2330991012277082e-05
74.1943060302735,12.978692307764252,1.6142772437888198e-05,1.9764511307585053e-05
74.1943060302735,13.119113532864397,2.3205306206364185e-05,8.417047865805216e-06
74.1943060302735,13.25953475796454,2.480371040292084e-05,8.274641004391015e-06
74.1943060302735,13.399955983064684,1.4957384337321857e-05,1.7766467863111757e-05
74.1943060302735,13.540377208164829,6.653970558545552e-06,2.584115463832859e-05
74.1943060302735,13.680798433264972,8.031220204429701e-06,1.90377304534195e-05
74.1943060302735,13.821219658365118,2.0762530766660348e-05,8.224990466487726e-08
74.1943060302735,13.96164088346526,1.1319765690132044e-05,1.372461520077195e-05
74.1943060302735,14.102062108565406,1.956978303496726e-05,4.890611307928339e-06
74.1943060302735,14.24248333366555,4.134004848310724e-05,1.790483838703949e-05
74.1943060302735,14.382904558765697,1.5314419215428643e-05,2.2070356862968765e-05
74.1943060302735,14.52332578386584,8.112447176245041e-06,1.0049469892692288e-05
74.1943060302735,14.663747008965984,7.571758033009246e-06,1.0651556294760668e-05
74.1943060302735,14.804168234066127,2.1725743863498792e-05,6.769439096387941e-06
74.1943060302735,14.944589459166272,7.891391760495026e-06,1.6898286048672162e-05
74.1943060302735,15.085010684266416,1.9157643691869453e-05,2.286728886247147e-05
74.1943060302735,15.22543190936656,1.6749525457271375e-05,2.1538913642871197e-05
74.1943060302735,15.365853134466704,1.6789841538411565e-05,7.874012226238847e-06
74.1943060302735,15.506274359566849,-1.4405155468466546e-07,1.2253186469024511e-05
74.1943060302735,15.646695584666992,2.0003073586849496e-05,2.036490695900284e-05
74.1943060302735,15.787116809767138,2.1737836505053565e-05,1.4712763913848905e-05
74.1943060302735,15.927538034867284,1.4492177797365002e-05,1.2510354281403124e-05
74.1943060302735,16.067959259967427,,2.404806400591042e-05
74.1943060302735,16.208380485067572,1.3583355212176684e-05,-2.395803221588721e-06
74.1943060302735,16.348801710167713,1.7596928955754265e-05,2.145475082215853e-05
74.1943060302735,16.48922293526786,,1.1876231837959494e-05
74.1943060302735,16.629644160368002,1.463888202124508e-05,1.7063610357581638e-05
74.1943060302735,16.770065385468147,8.493650966556743e-06,2.155012043658644e-05
74.1943060302735,16.91048661056829,7.610702596139163e-06,7.0456885623571e-06
74.1943060302735,17.050907835668436,7.180872216849821e-06,1.883141703729052e-05
74.1943060302735,17.19132906076858,1.8538132280809805e-05,2.360948928981088e-05
74.1943060302735,17.331750285868726,1.7242959074792452e-05,2.180446426791605e-05
74.1943060302735,17.47217151096887,1.99717833311297e-05,1.2819651601603256e-05
74.1943060302735,17.612592736069015,2.997176670760382e-05,1.3849350580130704e-05
74.1943060302735,17.75301396116916,2.2696747691952623e-05,2.348266207263805e-05
74.1943060302735,17.8934351862693,,1.748962495184969e-05
74.1943060302735,18.033856411369445,1.6171728930203244e-05,1.0381225365563296e-05
74.1943060302735,18.17427763646959,1.1216865459573455e-05,1.9188568330719136e-05
74.1943060302735,18.31469886156973,1.522456295788288e-05,1.4995908713899553e-05
74.1943060302735,18.45512008666988,2.5224460841855038e-05,1.8870725398301147e-05
74.3343060302735,11.574480056762807,8.946539310272783e-06,1.6181753380806185e-05
74.3343060302735,11.714901281862954,1.3239364307082724e-05,1.2399940715113187e-05
74.3343060302735,11.855322506963098,1.5432129657710902e-05,6.751594355591806e-06
74.3343060302735,11.99574373206324,1.608014827070292e-05,1.5910462025203742e-05
74.3343060302735,12.136164957163386,4.545951469481224e-06,5.609982508758549e-06
74.3343060302735,12.27658618226353,8.424676707363687e-06,1.176355181087274e-05
74.3343060302735,12.417007407363675,1.676588180998806e-05,2.780862087092828e-05
74.3343060302735,12.55742863246382,8.826321391097736e-06,2.485210461600218e-05
74.3343060302735,12.697849857563964,1.5016394172562286e-05,2.117009535140824e-05
74.3343060302735,12.838271082664107,6.924763511051424e-06,8.005156814760994e-06
74.3343060302735,12.978692307764252,1.337454523309134e-05,1.998464904318098e-05
74.3343060302735,13.119113532864397,1.547987267258577e-05,1.4693708180857357e-05
74.3343060302735,13.25953475796454,1.884167431853712e-05,1.5106648788787425e-05
74.3343060302735,13.399955983064684,7.810398528818041e-06,1.1795719728979748e-05
74.3343060302735,13.540377208164829,1.3336475603864528e-05,1.837937452364713e-05
74.3343060302735,13.680798433264972,1.4191614354785996e-05,1.3563039829023182e-05
74.3343060302735,13.821219658365118,1.8123040717910044e-05,1.9073560906690545e-05
74.3343060302735,13.96164088346526,2.6285446438123472e-05,2.7674539524014108e-05
74.3343060302735,14.102062108565406,8.140455065586139e-06,1.2035427062073722e-05
74.3343060302735,14.24248333366555,1.0729790119512472e-05,1.6240361219388433e-05
74.3343060302735,14.382904558765697,4.338068720244337e-06,1.8271786757395603e-05
74.3343060302735,14.52332578386584,1.456512927688891e-05,4.1592525121814106e-06
74.3343060302735,14.663747008965984,7.458396794390865e-06,8.713404895388521e-06
74.3343060302735,14.804168234066127,1.8592867490951903e-05,2.8196103812661025e-05
74.3343060302735,14.944589459166272,8.533931577403564e-06,1.1751862984965555e-05
74.3343060302735,15.085010684266416,2.049804425041657e-05,2.5881801775540225e-05
74.3343060302735,15.22543190936656,2.2782272935728543e-05,8.42854115035152e-06
74.3343060302735,15.365853134466704,1.93411633517826e-05,9.649002095102333e-06
74.3343060302735,15.506274359566849,1.0340216249460354e-05,2.710194530664012e-05
74.3343060302735,15.646695584666992,1.655381674936507e-05,2.300056439707987e-05
74.3343060302735,15.787116809767138,5.6477078032912686e-05,1.6501868230989203e-05
